daesu,name,party,bloc
20,이해찬,무소속,무소속
20,이헌승,새누리당,국민의힘
20,이현재,새누리당,국민의힘
20,이혜훈,새누리당,국민의힘
20,이후삼,더불어민주당,더불어민주당
20,이훈,더불어민주당,더불어민주당
20,인재근,더불어민주당,더불어민주당
20,임이자,새누리당,국민의힘
20,임재훈,바른미래당,바른미래당
20,임종성,더불어민주당,더불어민주당
20,장병완,국민의당,국민의당
20,장석춘,새누리당,국민의힘
20,장정숙,국민의당,국민의당
20,장제원,"무소속, 새누리당, 바른정당","무소속,새누리당,바른정당"
20,전재수,더불어민주당,더불어민주당
20,전해철,더불어민주당,더불어민주당
20,전현희,더불어민주당,더불어민주당
20,전혜숙,더불어민주당,더불어민주당
20,전희경,새누리당,국민의힘
20,정갑윤,새누리당,국민의힘
20,정동영,국민의당,국민의당
20,정병국,새누리당,국민의힘
20,정성호,더불어민주당,더불어민주당
20,정세균,더불어민주당,더불어민주당
20,정양석,새누리당,국민의힘
20,정용기,새누리당,국민의힘
20,정우택,새누리당,국민의힘
20,정운천,새누리당,국민의힘
20,정유섭,새누리당,국민의힘
20,정은혜,더불어민주당,더불어민주당
20,정인화,국민의당,국민의당
20,정재호,더불어민주당,더불어민주당
20,정점식,,
20,정종섭,새누리당,국민의힘
20,정진석,새누리당,국민의힘
20,정춘숙,더불어민주당,더불어민주당
20,정태옥,새누리당,국민의힘
20,제윤경,더불어민주당,더불어민주당
20,조경태,새누리당,국민의힘
20,조배숙,국민의당,국민의당
20,조승래,더불어민주당,더불어민주당
20,조원진,새누리당,국민의힘
20,조응천,더불어민주당,더불어민주당
20,조정식,더불어민주당,더불어민주당
20,조훈현,새누리당,국민의힘
20,주광덕,새누리당,국민의힘
20,주승용,국민의당,국민의당
20,주호영,무소속,무소속
20,지상욱,새누리당,국민의힘
20,진선미,더불어민주당,더불어민주당
20,진영,더불어민주당,더불어민주당
20,채이배,민생당,민생당
20,천정배,국민의당,국민의당
20,최경환,국민의당,국민의당
20,최경환,새누리당,국민의힘
20,최교일,새누리당,국민의힘
20,최도자,국민의당,국민의당
20,최명길,"더불어민주당, 국민의당","더불어민주당,국민의당"
20,최연혜,새누리당,국민의힘
20,최운열,더불어민주당,더불어민주당
20,최인호,더불어민주당,더불어민주당
20,최재성,더불어민주당,더불어민주당
20,추경호,새누리당,국민의힘
20,추미애,더불어민주당,더불어민주당
20,추혜선,정의당,정의당
20,표창원,더불어민주당,더불어민주당
20,하태경,새누리당,국민의힘
20,한선교,새누리당,국민의힘
20,한정애,더불어민주당,더불어민주당
20,함진규,새누리당,국민의힘
20,허윤정,더불어민주당,더불어민주당
20,홍문종,새누리당,국민의힘
20,홍문표,새누리당,국민의힘
20,홍영표,더불어민주당,더불어민주당
20,홍의락,무소속,무소속
20,홍익표,더불어민주당,더불어민주당
20,홍일표,새누리당,국민의힘
20,홍철호,새누리당,국민의힘
20,황영철,새누리당,국민의힘
20,황주홍,국민의당,국민의당
20,황희,더불어민주당,더불어민주당
21,강기윤,미래통합당,국민의힘
21,강대식,미래통합당,국민의힘
21,강득구,더불어민주당,더불어민주당
21,강민국,미래통합당,국민의힘
21,강민정,열린민주당,더불어민주당
21,강병원,더불어민주당,더불어민주당
21,강선우,더불어민주당,더불어민주당
21,강성희,진보당,진보당
21,강은미,정의당,정의당
21,강준현,더불어민주당,더불어민주당
21,강훈식,더불어민주당,더불어민주당
21,고민정,더불어민주당,더불어민주당
21,고영인,더불어민주당,더불어민주당
21,고용진,더불어민주당,더불어민주당
21,곽상도,미래통합당,국민의힘
21,구자근,미래통합당,국민의힘
21,권명호,미래통합당,국민의힘
21,권성동,무소속,무소속
21,권영세,미래통합당,국민의힘
21,권은희,국민의당,국민의당
21,권인숙,더불어민주당,더불어민주당
21,권칠승,더불어민주당,더불어민주당
21,기동민,더불어민주당,더불어민주당
21,김경만,더불어민주당,더불어민주당
21,김경협,더불어민주당,더불어민주당
21,김교흥,더불어민주당,더불어민주당
21,김근태,국민의힘,국민의힘
21,김기현,미래통합당,국민의힘
21,김남국,더불어민주당,더불어민주당
21,김도읍,미래통합당,국민의힘
21,김두관,더불어민주당,더불어민주당
21,김미애,미래통합당,국민의힘
21,김민기,더불어민주당,더불어민주당
21,김민석,더불어민주당,더불어민주당
21,김민철,더불어민주당,더불어민주당
21,김병기,더불어민주당,더불어민주당
21,김병욱,미래통합당,국민의힘
21,김병욱,더불어민주당,더불어민주당
21,김병주,더불어민주당,더불어민주당
21,김상훈,미래통합당,국민의힘
21,김상희,더불어민주당,더불어민주당
21,김석기,국민의힘,국민의힘
21,김선교,미래통합당,국민의힘
21,김성원,미래통합당,국민의힘
21,김성주,더불어민주당,더불어민주당
21,김성환,더불어민주당,더불어민주당
21,김수흥,더불어민주당,더불어민주당
21,김승남,더불어민주당,더불어민주당
21,김승수,미래통합당,국민의힘
21,김승원,더불어민주당,더불어민주당
21,김영배,더불어민주당,더불어민주당
21,김영선,국민의힘,국민의힘
21,김영식,미래통합당,국민의힘
21,김영주,더불어민주당,더불어민주당
21,김영진,더불어민주당,더불어민주당
21,김영호,더불어민주당,더불어민주당
21,김예지,미래한국당,국민의힘
21,김용민,더불어민주당,더불어민주당
21,김용판,미래통합당,국민의힘
21,김웅,미래통합당,국민의힘
21,김원이,더불어민주당,더불어민주당
21,김윤덕,더불어민주당,더불어민주당
21,김은혜,미래통합당,국민의힘
21,김은희,국민의힘,국민의힘
21,김의겸,열린민주당,더불어민주당
21,김정재,미래통합당,국민의힘
21,김정호,더불어민주당,더불어민주당
21,김종민,더불어민주당,더불어민주당
21,김주영,더불어민주당,더불어민주당
21,김진애,열린민주당,더불어민주당
21,김진표,더불어민주당,더불어민주당
21,김철민,더불어민주당,더불어민주당
21,김태년,더불어민주당,더불어민주당
21,김태호,무소속,무소속
21,김태흠,미래통합당,국민의힘
21,김학용,국민의힘,국민의힘
21,김한규,더불어민주당,더불어민주당
21,김한정,더불어민주당,더불어민주당
21,김형동,미래통합당,국민의힘
21,김홍걸,더불어민주당,더불어민주당
21,김회재,더불어민주당,더불어민주당
21,김희곤,미래통합당,국민의힘
21,김희국,미래통합당,국민의힘
21,남인순,더불어민주당,더불어민주당
21,노용호,국민의힘,국민의힘
21,노웅래,더불어민주당,더불어민주당
21,도종환,더불어민주당,더불어민주당
21,류성걸,미래통합당,국민의힘
21,류호정,정의당,정의당
21,맹성규,더불어민주당,더불어민주당
21,문정복,더불어민주당,더불어민주당
21,문진석,더불어민주당,더불어민주당
21,민병덕,더불어민주당,더불어민주당
21,민형배,더불어민주당,더불어민주당
21,민홍철,더불어민주당,더불어민주당
21,박광온,더불어민주당,더불어민주당
21,박대수,미래한국당,국민의힘
21,박대출,미래통합당,국민의힘
21,박덕흠,국민의힘,국민의힘
21,박범계,더불어민주당,더불어민주당
21,박병석,더불어민주당,더불어민주당
21,박상혁,더불어민주당,더불어민주당
21,박성민,미래통합당,국민의힘
21,박성준,더불어민주당,더불어민주당
21,박성중,미래통합당,국민의힘
21,박수영,미래통합당,국민의힘
21,박영순,더불어민주당,더불어민주당
21,박완수,미래통합당,국민의힘
21,박완주,더불어민주당,더불어민주당
21,박용진,더불어민주당,더불어민주당
21,박재호,더불어민주당,더불어민주당
21,박정,더불어민주당,더불어민주당
21,박정하,국민의힘,국민의힘
21,박주민,더불어민주당,더불어민주당
21,박진,미래통합당,국민의힘
21,박찬대,더불어민주당,더불어민주당
21,박형수,미래통합당,국민의힘
21,박홍근,더불어민주당,더불어민주당
21,배준영,미래통합당,국민의힘
21,배진교,정의당,정의당
21,배현진,미래통합당,국민의힘
21,백종헌,미래통합당,국민의힘
21,백혜련,더불어민주당,더불어민주당
21,변재일,더불어민주당,더불어민주당
21,서동용,더불어민주당,더불어민주당
21,서범수,미래통합당,국민의힘
21,서병수,미래통합당,국민의힘
21,서삼석,더불어민주당,더불어민주당
21,서영교,더불어민주당,더불어민주당
21,서영석,더불어민주당,더불어민주당
21,서일준,미래통합당,국민의힘
21,서정숙,미래한국당,국민의힘
21,설훈,더불어민주당,더불어민주당
21,성일종,미래통합당,국민의힘
21,소병철,더불어민주당,더불어민주당
21,소병훈,더불어민주당,더불어민주당
21,송갑석,더불어민주당,더불어민주당
21,송기헌,더불어민주당,더불어민주당
21,송석준,,
21,송언석,미래통합당,국민의힘
21,송영길,더불어민주당,더불어민주당
21,송옥주,더불어민주당,더불어민주당
21,송재호,더불어민주당,더불어민주당
21,신동근,더불어민주당,더불어민주당
21,신영대,더불어민주당,더불어민주당
21,신원식,미래한국당,국민의힘
21,신정훈,더불어민주당,더불어민주당
21,신현영,더불어민주당,더불어민주당
21,심상정,정의당,정의당
21,안규백,더불어민주당,더불어민주당
21,안민석,더불어민주당,더불어민주당
21,안병길,미래통합당,국민의힘
21,안철수,국민의힘,국민의힘
21,안호영,더불어민주당,더불어민주당
21,양경규,정의당,정의당
21,양경숙,더불어민주당,더불어민주당
21,양금희,미래통합당,국민의힘
21,양기대,더불어민주당,더불어민주당
21,양이원영,더불어민주당,더불어민주당
21,양정숙,더불어민주당,더불어민주당
21,양향자,더불어민주당,더불어민주당
21,어기구,더불어민주당,더불어민주당
21,엄태영,미래통합당,국민의힘
21,오기형,더불어민주당,더불어민주당
21,오영환,더불어민주당,더불어민주당
21,오영훈,더불어민주당,더불어민주당
21,용혜인,더불어민주당,더불어민주당
21,우상호,더불어민주당,더불어민주당
21,우신구,국민의힘,국민의힘
21,우원식,더불어민주당,더불어민주당
21,위성곤,더불어민주당,더불어민주당
21,유경준,미래통합당,국민의힘
21,유기홍,더불어민주당,더불어민주당
21,유동수,더불어민주당,더불어민주당
21,유상범,미래통합당,국민의힘
21,유의동,미래통합당,국민의힘
21,유정주,더불어민주당,더불어민주당
21,윤건영,더불어민주당,더불어민주당
21,윤관석,더불어민주당,더불어민주당
21,윤두현,미래통합당,국민의힘
21,윤미향,더불어민주당,더불어민주당
21,윤상현,무소속,무소속
21,윤영덕,더불어민주당,더불어민주당
21,윤영석,미래통합당,국민의힘
21,윤영찬,더불어민주당,더불어민주당
21,윤재갑,더불어민주당,더불어민주당
21,윤재옥,미래통합당,국민의힘
21,윤주경,미래한국당,국민의힘
21,윤준병,더불어민주당,더불어민주당
21,윤창현,미래한국당,국민의힘
21,윤한홍,미래통합당,국민의힘
21,윤호중,더불어민주당,더불어민주당
21,윤후덕,더불어민주당,더불어민주당
21,윤희숙,미래통합당 - 국민의 힘,미래통합당-국민의힘
21,이개호,더불어민주당,더불어민주당
21,이광재,더불어민주당,더불어민주당
21,이규민,더불어민주당,더불어민주당
21,이낙연,더불어민주당,더불어민주당
21,이달곤,미래통합당,국민의힘
21,이동주,더불어민주당,더불어민주당
21,이만희,미래통합당,국민의힘
21,이명수,미래통합당,국민의힘
21,이병훈,더불어민주당,더불어민주당
21,이상민,더불어민주당,더불어민주당
21,이상직,더불어민주당,더불어민주당
21,이상헌,더불어민주당,더불어민주당
21,이성만,더불어민주당,더불어민주당
21,이소영,더불어민주당,더불어민주당
21,이수진,더불어민주당,더불어민주당
21,이수진,더불어민주당,더불어민주당
21,이양수,미래통합당,국민의힘
21,이영,미래한국당,국민의힘
21,이용,미래한국당,국민의힘
21,이용빈,더불어민주당,더불어민주당
21,이용선,더불어민주당,더불어민주당
21,이용우,더불어민주당,더불어민주당
21,이용호,무소속,무소속
21,이원욱,더불어민주당,더불어민주당
21,이원택,더불어민주당,더불어민주당
21,이은주,,
21,이인선,국민의힘,국민의힘
21,이인영,더불어민주당,더불어민주당
21,이자스민,,
21,이장섭,더불어민주당,더불어민주당
21,이재명,더불어민주당,더불어민주당
21,이재정,더불어민주당,더불어민주당
21,이정문,더불어민주당,더불어민주당
21,이종배,미래통합당,국민의힘
21,이종성,"미래한국당, 미래통합당","미래한국당,미래통합당"
21,이주환,미래통합당,국민의힘
21,이채익,미래통합당,국민의힘
21,이철규,미래통합당,국민의힘
21,이탄희,더불어민주당,더불어민주당
21,이태규,국민의당,국민의당
21,이학영,더불어민주당,더불어민주당
21,이해식,더불어민주당,더불어민주당
21,이헌승,미래통합당,국민의힘
21,이형석,더불어민주당,더불어민주당
21,인재근,더불어민주당,더불어민주당
21,임병헌,국민의힘,국민의힘
21,임오경,더불어민주당,더불어민주당
21,임이자,미래통합당,국민의힘
21,임종성,더불어민주당,더불어민주당
21,임호선,더불어민주당,더불어민주당
21,장경태,더불어민주당,더불어민주당
21,장동혁,국민의힘,국민의힘
21,장제원,미래통합당,국민의힘
21,장철민,더불어민주당,더불어민주당
21,장혜영,정의당,정의당
21,전봉민,미래통합당,국민의힘
21,전용기,더불어민주당,더불어민주당
21,전재수,더불어민주당,더불어민주당
21,전주혜,미래한국당,국민의힘
21,전해철,더불어민주당,더불어민주당
21,전혜숙,더불어민주당,더불어민주당
21,정경희,미래한국당,국민의힘
21,정동만,미래통합당,국민의힘
21,정성호,더불어민주당,더불어민주당
21,정우택,국민의힘,국민의힘
21,정운천,미래한국당,국민의힘
21,정일영,더불어민주당,더불어민주당
21,정점식,,
21,정정순,더불어민주당,더불어민주당
21,정진석,미래통합당,국민의힘
21,정찬민,미래통합당,국민의힘
21,정청래,더불어민주당,더불어민주당
21,정춘숙,더불어민주당,더불어민주당
21,정태호,더불어민주당,더불어민주당
21,정필모,더불어민주당,더불어민주당
21,정희용,미래통합당,국민의힘
21,조경태,미래통합당,국민의힘
21,조명희,미래한국당,국민의힘
21,조수진,미래한국당,국민의힘
21,조승래,더불어민주당,더불어민주당
21,조오섭,더불어민주당,더불어민주당
21,조은희,국민의힘,국민의힘
21,조응천,더불어민주당,더불어민주당
21,조정식,더불어민주당,더불어민주당
21,조정훈,더불어민주당,더불어민주당
21,조태용,미래한국당,국민의힘
21,조해진,미래통합당,국민의힘
21,주철현,더불어민주당,더불어민주당
21,주호영,미래통합당,국민의힘
21,지성호,미래한국당,국민의힘
21,진선미,더불어민주당,더불어민주당
21,진성준,더불어민주당,더불어민주당
21,천준호,더불어민주당,더불어민주당
21,최강욱,열린민주당,더불어민주당
21,최기상,더불어민주당,더불어민주당
21,최승재,미래한국당,국민의힘
21,최연숙,국민의당,국민의당
21,최영희,국민의힘,국민의힘
21,최인호,더불어민주당,더불어민주당
21,최재형,국민의힘,국민의힘
21,최종윤,더불어민주당,더불어민주당
21,최춘식,미래통합당,국민의힘
21,최형두,미래통합당,국민의힘
21,최혜영,더불어민주당,더불어민주당
21,추경호,미래통합당,국민의힘
21,태영호,미래통합당,국민의힘
21,하영제,미래통합당,국민의힘
21,하태경,미래통합당,국민의힘
21,한기호,미래통합당,국민의힘
21,한무경,"미래한국당, 미래통합당","미래한국당,미래통합당"
21,한병도,더불어민주당,더불어민주당
21,한정애,더불어민주당,더불어민주당
21,한준호,더불어민주당,더불어민주당
21,허숙정,더불어민주당,더불어민주당
21,허영,더불어민주당,더불어민주당
21,허은아,미래한국당,국민의힘
21,허종식,더불어민주당,더불어민주당
21,홍기원,더불어민주당,더불어민주당
21,홍문표,미래통합당,국민의힘
21,홍석준,미래통합당,국민의힘
21,홍성국,더불어민주당,더불어민주당
21,홍영표,더불어민주당,더불어민주당
21,홍익표,더불어민주당,더불어민주당
21,홍정민,더불어민주당,더불어민주당
21,홍준표,무소속,무소속
21,황보승희,미래통합당,국민의힘
21,황운하,더불어민주당,더불어민주당
21,황희,더불어민주당,더불어민주당
